Insomnium,Winter's Gate,Winter's Gate Pt. 4,27 Mar 2019 09:08
Insomnium,Winter's Gate,Winter's Gate Pt. 3,27 Mar 2019 09:02
Insomnium,Winter's Gate,Winter's Gate Pt. 2,27 Mar 2019 08:55
Insomnium,Winter's Gate,Winter's Gate Pt. 1,27 Mar 2019 08:49
Vince Staples,Big Fish Theory,Big Fish,27 Mar 2019 08:46
Juice WRLD,Death Race For Love,robbery,27 Mar 2019 08:42
Kendrick Lamar,To Pimp a Butterfly,Alright,27 Mar 2019 08:38
Kendrick Lamar,good kid m.A.A.d city (Deluxe),Poetic Justice,27 Mar 2019 08:34
BROCKHAMPTON,SATURATION III,BLEACH,27 Mar 2019 08:29
Kendrick Lamar,To Pimp a Butterfly,The Blacker the Berry,27 Mar 2019 08:24
Black Rebel Motorcycle Club,Beat the Devil's Tattoo,Beat the Devil's Tattoo,27 Mar 2019 08:20
Zeal & Ardor,Devil Is Fine,Come On Down,27 Mar 2019 08:17
Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],C.R.E.A.M.,27 Mar 2019 08:03
Terror,Keepers Of The Faith,Keepers of the Faith,27 Mar 2019 08:00
Dropkick Murphys,The Meanest of Times,Johnny I Hardly Knew Ya,27 Mar 2019 07:56
Weezer,Make Believe,Perfect Situation,27 Mar 2019 07:52
The Mars Volta,Deloused in the Comatorium,Inertiatic ESP,27 Mar 2019 07:47
Deez Nuts,Stay True,I Hustle Everyday,27 Mar 2019 07:44
Body Count,Manslaughter,Talk Shit Get Shot,27 Mar 2019 07:40
Suicidal Tendencies,Suicidal Tendencies,Institutionalized,27 Mar 2019 07:36
S.O.D.,Speak English or Die (30th Anniversary Edition),March Of The S.O.D.,27 Mar 2019 07:27
Remo Drive,Greatest Hits,Yer Killin' Me,27 Mar 2019 07:22
Turbobier,King of Simmering,VHS,27 Mar 2019 07:18
Bad Religion,The Empire Strikes First,Boot Stamping on a Human Face Forever,27 Mar 2019 06:59
Bad Religion,The Empire Strikes First,Beyond Electric Dreams,27 Mar 2019 06:55
Eminem,The Marshall Mathers LP,Stan,26 Mar 2019 23:03
Aerosmith,Get A Grip (Reissue - Remaster),Amazing,26 Mar 2019 22:36
Pink Floyd,Wish You Were Here (2011 Remastered Version),Wish You Were Here - 2011 Remastered Version,26 Mar 2019 22:30
Florence + the Machine,Ceremonials (Original Deluxe Version),Shake It Out,26 Mar 2019 22:25
Bob Marley & The Wailers,Exodus,One Love/People Get Ready,26 Mar 2019 22:23
Weezer,Weezer,The Angel and the One,26 Mar 2019 22:04
Weezer,Cars 2 (Original Motion Picture Soundtrack),You Might Think,26 Mar 2019 22:01
The Cars,Heartbeat City (Expanded),You Might Think,26 Mar 2019 21:58
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),26 Mar 2019 21:52
Green Day,Greatest Hits: God's Favorite Band,Holiday,26 Mar 2019 20:31
My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Na Na Na (Na Na Na Na Na Na Na Na Na),26 Mar 2019 20:31
My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Na Na Na (Na Na Na Na Na Na Na Na Na),26 Mar 2019 20:15
Weezer,Weezer (Green Album),Hash Pipe,26 Mar 2019 19:57
Weezer,Weezer,Pork and Beans,26 Mar 2019 19:46
Green Day,Boulevard of Broken Dreams,Boulevard of Broken Dreams,26 Mar 2019 19:37
Daron Malakian and Scars on Broadway,Dictator,Guns Are Loaded,26 Mar 2019 19:33
Pantera,Vulgar Display of Power,Walk,26 Mar 2019 19:28
Death from Above 1979,The Physical World,Virgins,26 Mar 2019 19:23
The Shins,Oh Inverted World,Know Your Onion!,26 Mar 2019 19:20
Weezer,Pinkerton,El Scorcho,26 Mar 2019 19:13
Weezer,Raditude (International Deluxe Version),I’m Your Daddy,26 Mar 2019 19:08
Weezer,Weezer (Green Album),Don't Let Go,26 Mar 2019 18:13
Lil Peep,Come Over When You're Sober Pt. 2,Falling Down - Bonus Track,26 Mar 2019 18:09
The Pretty Reckless,Light Me Up,Just Tonight,26 Mar 2019 18:06
Neck Deep,The Peace and the Panic,Parachute,26 Mar 2019 16:44
Neck Deep,Torn,Torn,26 Mar 2019 16:39
Taking Back Sunday,Louder Now (U.S. Version),MakeDamnSure,26 Mar 2019 16:26
blink-182,Neighborhoods (Deluxe Explicit Version),Wishing Well,26 Mar 2019 16:22
Weezer,Pinkerton,The Good Life,26 Mar 2019 16:17
Weezer,Weezer (Black Album),Can't Knock The Hustle,26 Mar 2019 16:13
Neck Deep,The Peace and the Panic,Happy Judgement Day,26 Mar 2019 16:10
Green Day,Dookie,She,26 Mar 2019 16:07
Weezer,Weezer (Deluxe Edition),Say It Ain't So,26 Mar 2019 14:56
Weezer,Raditude (International Deluxe Version),I Don't Want To Let You Go,26 Mar 2019 14:52
Weezer,Raditude (International Deluxe Version),I’m Your Daddy,26 Mar 2019 14:49
Goatwhore,Constricting Rage of the Merciless,FBS,26 Mar 2019 14:45
The Birthday Massacre,Walking With Strangers,Red Stars,26 Mar 2019 14:42
Skeletonwitch,Forever Abomination,Reduced to the Failure of Prayer,26 Mar 2019 14:39
Weezer,Weezer (White Album),L.A. Girlz,26 Mar 2019 14:35
Buckcherry,Confessions,Gluttony,26 Mar 2019 14:33
Weezer,Weezer (White Album),King of the World,26 Mar 2019 14:29
Hämatom,Bestie der Freiheit,Zeit für neue Hymnen,26 Mar 2019 14:25
Chuck Berry,Berry Is On Top,Johnny B. Goode,26 Mar 2019 14:23
Simon & Garfunkel,Bookends,Mrs. Robinson,26 Mar 2019 14:19
The Beach Boys,All Summer Long,I Get Around (Mono) - Mono,26 Mar 2019 14:17
Black Stone Cherry,Between the Devil & the Deep Blue Sea (Special Edition),White Trash Millionaire,26 Mar 2019 14:14
Carcass,Heartwork,Embodiment,26 Mar 2019 14:09
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),26 Mar 2019 13:31
Fleshgod Apocalypse,Labyrinth,Kingborn,26 Mar 2019 13:11
Deez Nuts,Word Is Bond,Face This On My Own,26 Mar 2019 13:08
Kid Rock,Devil Without a Cause,Bawitdaba,26 Mar 2019 13:04
Buckcherry,15,Sorry,26 Mar 2019 13:00
Chimaira,Resurrection,Resurrection,26 Mar 2019 12:56
Black Stone Cherry,Between the Devil & the Deep Blue Sea (Special Edition),Blame It on the Boom Boom,26 Mar 2019 12:52
Municipal Waste,The Art of Partying,Born to Party,26 Mar 2019 12:49
Havok,Unnatural Selection,Give Me Liberty…Or Give Me Death,26 Mar 2019 12:37
Lich King,Do-Over,Black Metal Sucks,26 Mar 2019 12:34
Flogging Molly,Drunken Lullabies,Drunken Lullabies,26 Mar 2019 12:30
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition),Femme Fatale,26 Mar 2019 12:28
Run–D.M.C.,Raising Hell,It's Tricky,26 Mar 2019 12:25
Madvillain,Madvillainy,America's Most Blunted,26 Mar 2019 12:21
Deathstars,The Greatest Hits On Earth,Metal,26 Mar 2019 12:17
Kaiser Chiefs,Yours Truly Angry Mob,Ruby,26 Mar 2019 11:45
Kings of Leon,Only by the Night,Sex on Fire,26 Mar 2019 11:42
Buckcherry,15,Crazy Bitch,26 Mar 2019 11:38
Prong,Cleansing,Snap Your Fingers Snap Your Neck,26 Mar 2019 10:30
The Comet Is Coming,Trust In The Lifeforce Of The Deep Mystery,Summon The Fire,26 Mar 2019 10:26
The Subways,Young for Eternity,Rock & Roll Queen,26 Mar 2019 10:23
Biohazard,State of the World Address,Tales From the Hard Side,26 Mar 2019 10:17
Black Stone Cherry,Black Stone Cherry,Lonely Train,26 Mar 2019 10:09
Spineshank,The Height of Callousness,New Disease,26 Mar 2019 10:05
Graveyard,Hisingen Blues,The Siren,26 Mar 2019 09:59
Carcass,Heartwork,Heartwork,26 Mar 2019 09:55
The Real McKenzies,Off the Leash,Chip,26 Mar 2019 09:51
Sham 69,Angels With Dirty Faces,If the Kids Are United,26 Mar 2019 09:48
Mushroomhead,XIII,Kill Tomorrow,26 Mar 2019 09:44
Anti-Flag,Die for the Government,Die for the Government,26 Mar 2019 09:40
Anti-Flag,The Terror State,Turncoat,26 Mar 2019 09:38
Anti-Flag,The Bright Lights of America,The Bright Lights of America,26 Mar 2019 09:35
At the Gates,Slaughter of the Soul,Blinded by Fear,26 Mar 2019 09:31
Mushroomhead,XIII,Sun Doesn't Rise,26 Mar 2019 09:28
At the Gates,At War With Reality,At War With Reality,26 Mar 2019 09:25
Anti-Flag,Underground Network,Underground Network,26 Mar 2019 09:21
Anti-Flag,The Bright Lights of America,Good and Ready,26 Mar 2019 09:17
Stone Temple Pilots,Purple,Interstate Love Song,26 Mar 2019 09:14
Royal Blood,How Did We Get So Dark?,Lights Out,26 Mar 2019 09:10
Catfish and the Bottlemen,The Balcony,Kathleen,26 Mar 2019 09:07
Royal Blood,Royal Blood,Figure It Out,26 Mar 2019 09:02
Royal Blood,Royal Blood,Out of the Black,26 Mar 2019 08:58
Nothing But Thieves,Nothing But Thieves (Track by Track),Trip Switch,26 Mar 2019 08:55
Spider Murphy Gang,Greatest Hits,Skandal im Sperrbezirk,26 Mar 2019 08:52
Neck Deep,Life's Not Out to Get You,The Beach is For Lovers (Not Lonely Losers),26 Mar 2019 08:49
Chevelle,Wonder What's Next,The Red,26 Mar 2019 08:45
Nothing But Thieves,Broken Machine (Deluxe),Amsterdam,26 Mar 2019 08:40
Brand New,The Devil and God Are Raging Inside Me,Sowing Season (Yeah),26 Mar 2019 08:35
Nothing More,Nothing More,Here's To The Heartache,26 Mar 2019 08:31
Brand New,The Devil and God Are Raging Inside Me,Millstone,26 Mar 2019 08:27
Otto Waalkes,Werner - Das Rennen,Wir haben Grund zum Feiern,26 Mar 2019 08:26
Brand New,The Devil and God Are Raging Inside Me,Jesus Christ,26 Mar 2019 08:14
Anti-Flag,For Blood and Empire,This Is the End (For You My Friend),26 Mar 2019 08:11
Modest Mouse,Good News For People Who Love Bad News,Float On,26 Mar 2019 08:07
Atreyu,Lead Sails Paper Anchor,Falling Down,26 Mar 2019 08:01
Zeal & Ardor,Devil Is Fine,Devil Is Fine,26 Mar 2019 07:24
Ween,The Mollusk,Ocean Man,26 Mar 2019 07:20
Zeal & Ardor,Devil Is Fine,Come On Down,26 Mar 2019 07:13
Lil Peep,Come Over When You're Sober Pt. 2,Falling Down - Bonus Track,26 Mar 2019 07:10
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),26 Mar 2019 06:34
Weezer,Weezer (Green Album),Glorious Day,26 Mar 2019 06:31
TV on the Radio,Seeds,Happy Idiot,26 Mar 2019 06:28
TV on the Radio,Return To Cookie Mountain,Wolf Like Me,26 Mar 2019 06:24
Weezer,Weezer (Green Album),Knock-Down Drag-Out,26 Mar 2019 06:22
Montreal,Schackilacki,120 Sekunden,26 Mar 2019 06:20
Lionel Richie,Dancing On The Ceiling (Expanded Edition),Say You Say Me,25 Mar 2019 22:23
Stone Sour,Stone Sour,Bother,25 Mar 2019 22:19
Böhse Onkelz,Adios,Ihr hättet es wissen müssen,25 Mar 2019 22:14
Against Me!,New Wave (U.S. Version),Borne on the FM Waves of the Heart,25 Mar 2019 22:10
Louis Armstrong,What A Wonderful World,What a Wonderful World,25 Mar 2019 22:07
Avenged Sevenfold,City Of Evil (PA Version),Seize the Day,25 Mar 2019 22:02
Him,Dark Light (Standard Version),Killing Loneliness,25 Mar 2019 21:56
Five Finger Death Punch,The Wrong Side of Heaven and the Righteous Side of Hell Volume 1,Burn MF,25 Mar 2019 15:57
Megadeth,Countdown To Extinction,Symphony of Destruction,25 Mar 2019 15:53
Voodoocult,Jesus-Killing-Machine,Killer Patrol,25 Mar 2019 15:49
Five Finger Death Punch,Got Your Six,Got Your Six,25 Mar 2019 15:46
Limp Bizkit,Significant Other,9 Teen 90 Nine,25 Mar 2019 15:41
Satyricon,Deep Calleth Upon Deep,The Ghost of Rome,25 Mar 2019 15:37
Metallica,Ride the Lightning (Deluxe / Remastered),Creeping Death - Creeping Death EP Version / Remastered,25 Mar 2019 15:30
Pantera,Vulgar Display of Power,Walk,25 Mar 2019 15:25
Trivium,Ascendancy,A Gunshot To The Head Of Trepidation,25 Mar 2019 15:19
Trivium,Shogun (Special Edition),Down From the Sky,25 Mar 2019 15:13
Metallica,Kill 'em All (Remastered),Jump In The Fire - Remastered,25 Mar 2019 15:09
Motörhead,Iron Fist (Deluxe Edition),Iron Fist,25 Mar 2019 15:06
Pantera,Piss,Piss,25 Mar 2019 14:41
The New Pornographers,Twin Cinema,The Bleeding Heart Show,25 Mar 2019 13:11
The Intersphere,Antitype,Antitype,25 Mar 2019 13:06
Anti-Flag,The Bright Lights of America,Good and Ready,25 Mar 2019 13:02
Hellogoodbye,Zombies! Aliens! Vampires! Dinosaurs!,Here (In Your Arms),25 Mar 2019 12:30
My Chemical Romance,The Black Parade,The Sharpest Lives,25 Mar 2019 12:26
Radiohead,OK Computer,Karma Police,25 Mar 2019 12:22
Blur,Blur: The Best Of,Girls & Boys,25 Mar 2019 12:18
Blur,Blur: The Best Of,Song 2,25 Mar 2019 12:16
Bury Tomorrow,Runes,Watcher,25 Mar 2019 12:09
Paramore,Brand New Eyes,Brick by Boring Brick,25 Mar 2019 12:05
American Football,American Football (LP3),Uncomfortably Numb (feat. Hayley Williams),25 Mar 2019 12:01
Set Your Goals,This Will Be The Death of Us,The Few That Remain,25 Mar 2019 10:58
Shinedown,ATTENTION ATTENTION,DEVIL,25 Mar 2019 10:55
All Time Low,Future Hearts,Kids in the Dark,25 Mar 2019 10:51
Bury Tomorrow,The Union of Crowns,Message to a King,25 Mar 2019 10:47
All Time Low,Future Hearts,Something's Gotta Give,25 Mar 2019 10:44
Shinedown,The Sound of Madness (International [Cancelled]),Devour,25 Mar 2019 10:23
J. Cole,KOD,ATM,25 Mar 2019 10:19
The Specials,Stereo-Typical: A's B's & Rarities,Ghost Town,25 Mar 2019 10:16
J. Cole,KOD,Kevin’s Heart,25 Mar 2019 10:12
Misfits,Famous Monsters,Dust To Dust,25 Mar 2019 10:09
Franz Ferdinand,You Could Have It So Much Better,Do You Want To,25 Mar 2019 10:06
Neck Deep,Life's Not Out to Get You,I Hope This Comes Back to Haunt You,25 Mar 2019 10:03
The Knack,Get The Knack,My Sharona,25 Mar 2019 09:58
Neck Deep,Life's Not Out to Get You,The Beach is For Lovers (Not Lonely Losers),25 Mar 2019 09:55
Neck Deep,The Peace and the Panic,Where Do We Go When We Go,25 Mar 2019 08:03
Weezer,Maladroit,Keep Fishin',25 Mar 2019 08:00
Lebowski,Galactica,White Elephant,25 Mar 2019 07:24
Neck Deep,The Peace and the Panic,Wish You Were Here,25 Mar 2019 07:20
Turbobier,King of Simmering,VHS,25 Mar 2019 07:16
Neck Deep,The Peace and the Panic,Motion Sickness,25 Mar 2019 07:13
La Dispute,Panorama,Anxiety Panorama,25 Mar 2019 07:09
Stone Sour,Hydrograd,Song #3,25 Mar 2019 07:05
Weezer,Weezer,Pork and Beans,25 Mar 2019 07:02
Kontra K,Wölfe,Wölfe,25 Mar 2019 06:58
Antilopen Gang,Aversion,Verliebt,25 Mar 2019 06:51
Plain White T's,Every Second Counts,Hate (I Really Don't Like You),25 Mar 2019 06:47
Kontra K,Aus dem Schatten ins Licht,Erfolg ist kein Glück,25 Mar 2019 06:44
Weezer,Weezer (Deluxe Edition),Say It Ain't So,25 Mar 2019 06:39
Antilopen Gang,Anarchie und Alltag + Bonusalbum Atombombe auf Deutschland,Pizza,25 Mar 2019 06:36
Neck Deep,The Peace and the Panic,Parachute,25 Mar 2019 06:33
Simple Plan,Still Not Getting Any,Welcome to My Life,25 Mar 2019 06:29
Every Avenue,Picture Perfect,Tell Me I'm A Wreck,25 Mar 2019 06:06
Red Hot Chili Peppers,Californication,Road Trippin',25 Mar 2019 06:02
Beartooth,Disgusting,In Between,25 Mar 2019 05:59
Sublime,Sublime,Santeria,25 Mar 2019 05:55
Weezer,Raditude (International Deluxe Version),(If You're Wondering If I Want You To) I Want You To,25 Mar 2019 05:52
Neck Deep,The Peace and the Panic,Happy Judgement Day,25 Mar 2019 05:48
Red Hot Chili Peppers,Stadium Arcadium,Tell Me Baby,25 Mar 2019 05:44
Anti-Flag,The Bright Lights of America,Good and Ready,25 Mar 2019 05:40
Stone Sour,House of Gold & Bones Part 2,Do Me A Favor,25 Mar 2019 05:37
Linkin Park,A Thousand Suns,Waiting for the End,25 Mar 2019 05:33
Alligatoah,Triebwerke,Amnesie,25 Mar 2019 05:29
Alligatoah,Triebwerke,Narben,25 Mar 2019 05:25
Seeed,Aufstehn!,Aufstehn! (Feat. Ceelo Green),25 Mar 2019 05:21
Weezer,Weezer (Deluxe Edition),My Name Is Jonas,25 Mar 2019 05:18
Green Day,Insomniac,Brain Stew,25 Mar 2019 05:15
With Confidence,Better Weather,Voldemort,25 Mar 2019 05:12
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),25 Mar 2019 05:06
Deftones,Around the Fur,Be Quiet and Drive (Far Away),24 Mar 2019 22:46
Ghost,Meliora,He Is,24 Mar 2019 22:41
Death Cab for Cutie,Plans,I Will Follow You Into The Dark,24 Mar 2019 22:38
Plain White T's,Wonders Of The Younger (International Version),1 2 3 4,24 Mar 2019 22:35
David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),Starman - 2012 Remastered Version,24 Mar 2019 22:31
Non Phixion,Black Helicopters,Black Helicopters,24 Mar 2019 18:51
Denzel Curry,TA13OO,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],24 Mar 2019 18:47
Eminem,Kamikaze,Stepping Stone,24 Mar 2019 18:42
Eminem,Relapse: Refill,Crack A Bottle,24 Mar 2019 18:37
Samra,Cataleya,Cataleya,24 Mar 2019 18:34
B2K,Pandemonium!,Bump Bump Bump,24 Mar 2019 18:22
Fort Minor,The Rising Tied,Remember the Name (feat. Styles of Beyond),24 Mar 2019 18:18
Lloyd Banks,Rotten Apple,Hands Up,24 Mar 2019 18:14
50 Cent,Get Rich Or Die Tryin',In Da Club,24 Mar 2019 18:11
Ice Cube,Bootlegs And B-Sides,Check Yo Self - Remix,24 Mar 2019 18:06
Busta Rhymes,Genesis,Break Ya Neck,24 Mar 2019 18:02
J. Cole,Cole World: The Sideline Story,Lost Ones,24 Mar 2019 17:58
Daz Dillinger,West Coast Gangsta Sh*t,Stay Out The Way (feat. Snoop Dogg),24 Mar 2019 17:54
Coolio,Gangsta's Paradise,Gangsta's Paradise,24 Mar 2019 17:50
Eazy-E,Gangsta Memorial,Real Muthaphuckkin G's,24 Mar 2019 17:45
Nate Dogg,Above the Rim,Regulate,24 Mar 2019 17:40
Eminem,The Eminem Show,'Till I Collapse,24 Mar 2019 17:35
The Notorious B.I.G.,Born Again,Dead Wrong (feat. Eminem),24 Mar 2019 17:32
Xzibit,The Greatest,Don't Aproach Me,24 Mar 2019 17:28
Nine Inch Nails,The Fragile,We're in This Together,24 Mar 2019 15:29
Lil Peep,Come Over When You're Sober Pt. 2,Falling Down - Bonus Track,24 Mar 2019 14:57
Motörhead,Rock 'N' Roll (Deluxe Edition),Rock 'n' Roll,24 Mar 2019 11:35
Motörhead,Motorhead,The Train Kept a Rollin',24 Mar 2019 11:22
Motörhead,Motorhead,The Watcher,24 Mar 2019 11:15
Motörhead,Motorhead,Keep Us on the Road,24 Mar 2019 11:09
Garbage,Garbage,Only Happy When It Rains,24 Mar 2019 11:05
Motörhead,Motorhead,Lost Johnny,24 Mar 2019 11:01
Nine Inch Nails,With Teeth (Bonus Tracks),The Hand That Feeds,24 Mar 2019 10:00
Motörhead,Motorhead,Vibrator,24 Mar 2019 09:57
Edge of Sanity,Crimson,Crimson Pt. 8,24 Mar 2019 09:50
Edge of Sanity,Crimson,Crimson Pt. 7,24 Mar 2019 09:31
Edge of Sanity,Crimson,Crimson Pt. 6,24 Mar 2019 09:27
Edge of Sanity,Crimson,Crimson Pt. 5,24 Mar 2019 09:22
Edge of Sanity,Crimson,Crimson Pt. 4,24 Mar 2019 09:20
Edge of Sanity,Crimson,Crimson Pt. 3,24 Mar 2019 09:15
Edge of Sanity,Crimson,Crimson Pt. 2,24 Mar 2019 09:10
Edge of Sanity,Crimson,Crimson Part 1,24 Mar 2019 09:05
Sodom,In War and Pieces,Through Toxic Veins,23 Mar 2019 17:49
Hellyeah,HELLYEAH,You Wouldn't Know,23 Mar 2019 17:43
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),23 Mar 2019 17:37
Sodom,Sodom,City of God,23 Mar 2019 17:33
Mark Morton,Anesthetic,Save Defiance,23 Mar 2019 17:28
Megadeth,Countdown To Extinction,Symphony of Destruction,23 Mar 2019 13:57
Megadeth,Peace Sells...But Who's Buying?,Peace Sells - Remastered,23 Mar 2019 13:48
Megadeth,Countdown To Extinction,Sweating Bullets - Remastered 2004,23 Mar 2019 13:40
Mark Morton,Anesthetic,Sworn Apart,23 Mar 2019 13:24
Sodom,Ten Black Years: Best Of,Agent Orange,23 Mar 2019 13:17
CKY,Infiltrate-Destory-Rebuild,Plastic Plan,23 Mar 2019 13:13
Kreator,Enemy of God,When Death Takes Its Dominion,23 Mar 2019 13:07
Warrant,Cherry Pie,Cherry Pie,23 Mar 2019 12:10
Poison,Open Up and Say...Ahh! (20th Anniversary Edition),Every Rose Has Its Thorn - Remastered 2003,23 Mar 2019 12:06
Skid Row,Skid Row,18 and Life,23 Mar 2019 12:02
Overkill,Taking Over,Use Your Head,23 Mar 2019 11:57
Sodom,Ten Black Years: Best Of,Ausgebombt,23 Mar 2019 11:08
Bad Brains,Bad Brains,Banned in D.C.,23 Mar 2019 11:05
Mark Morton,Anesthetic,Cross Off,23 Mar 2019 11:01
Misfits,Collection,Where Eagles Dare,23 Mar 2019 10:59
Amorphis,Queen of Time,The Bee,23 Mar 2019 10:53
Misfits,Static Age,Hybrid Moments,23 Mar 2019 10:52
At the Gates,Slaughter of the Soul,Slaughter of the Soul,23 Mar 2019 10:49
Paradise Lost,Symbol of Life,Erased,23 Mar 2019 10:45
Minor Threat,First Two Seven Inches,Straight Edge,23 Mar 2019 10:44
Sodom,M-16,Napalm in the Morning,23 Mar 2019 10:38
Misfits,Collection 2,Halloween,23 Mar 2019 10:36
Paradise Lost,The Plague Within,No Hope In Sight,23 Mar 2019 10:31
Misfits,Collection,Die Die My Darling,23 Mar 2019 10:28
Mercyful Fate,Melissa,Evil,23 Mar 2019 10:23
Tom Waits,Closing Time (Remastered),I Hope That I Don't Fall in Love With You,23 Mar 2019 10:21
Weezer,Pinkerton,The Good Life,22 Mar 2019 22:26
Weezer,Pinkerton,Pink Triangle,22 Mar 2019 22:22
Queen,Sheer Heart Attack (2011 Remaster),Killer Queen - Remastered 2011,22 Mar 2019 22:19
Nick Cave & The Bad Seeds,Murder Ballads (2011 Remastered Version),Where The Wild Roses Grow - 2011 Remastered Version,22 Mar 2019 22:11
In Flames,Colony (Reissue 2014),Behind Space '99,22 Mar 2019 22:07
Ween,The Mollusk,Ocean Man,22 Mar 2019 22:05
Týr,Ragnarok,Wings of Time,22 Mar 2019 21:58
Weezer,Weezer (White Album),King of the World,22 Mar 2019 21:55
Pantera,Reinventing the Steel,Revolution Is My Name,22 Mar 2019 21:49
Daron Malakian and Scars on Broadway,Scars on Broadway,They Say,22 Mar 2019 21:46
Motörhead,Motorhead,Motörhead,22 Mar 2019 21:43
Vektor,Black Future,Black Future,22 Mar 2019 21:39
The Birthday Massacre,Walking With Strangers,Red Stars,22 Mar 2019 21:35
Ventana,The Silent Majority,Shameful,22 Mar 2019 21:32
Coroner,Grin,Serpent Moves,22 Mar 2019 21:26
The Mars Volta,Deloused in the Comatorium,Inertiatic ESP,22 Mar 2019 21:22
Minutemen,Double Nickels on the Dime,Corona,22 Mar 2019 21:20
The Strokes,Is This It,Soma,22 Mar 2019 21:18
Bad Religion,The Empire Strikes First,Los Angeles Is Burning,22 Mar 2019 21:14
Nomy,Song or suicide,Hold your head up high,22 Mar 2019 21:10
Dark Tranquillity,Damage Done (Reissue),Monochromatic Stains,22 Mar 2019 21:07
Norther,Death Unlimited,Deep Inside,22 Mar 2019 20:59
Týr,By the Light of the Northern Star,Hold the Heathen Hammer High,22 Mar 2019 20:54
Metallica,Kill 'em All (Remastered),Motorbreath - Remastered,22 Mar 2019 20:37
Eminem,Curtain Call: The Hits,The Real Slim Shady,22 Mar 2019 20:18
Eminem,Kamikaze,Lucky You (feat. Joyner Lucas),22 Mar 2019 20:06
Creed,Human Clay,With Arms Wide Open,22 Mar 2019 19:58
Snow Patrol,Eyes Open (International Package with bonus live tracks),Chasing Cars,22 Mar 2019 19:10
Kanye West,The College Dropout,Jesus Walks,22 Mar 2019 18:38
Dr. Dre,2001 (Explicit Version),The Watcher,22 Mar 2019 18:27
Björk,Post,Army of Me,22 Mar 2019 18:23
Public Enemy,How You Sell Soul To A Soulless People Who Sold Their Soul?,Harder Than You Think,22 Mar 2019 18:19
The Black Keys,El Camino,Lonely Boy,22 Mar 2019 18:16
Ice Cube,Greatest Hits,It Was A Good Day,22 Mar 2019 18:11
Adema,Adema,The Way You Like It,22 Mar 2019 18:08
Busta Rhymes,It Ain't Safe No More. . .,I Know What You Want,22 Mar 2019 18:02
MGMT,Little Dark Age,Me and Michael,22 Mar 2019 17:57
Kanye West,My Beautiful Dark Twisted Fantasy,Monster,22 Mar 2019 17:51
Kendrick Lamar,To Pimp a Butterfly,Alright,22 Mar 2019 17:48
Dead By Sunrise,Out of Ashes,Inside Of Me,22 Mar 2019 17:45
J. Cole,Born Sinner,Let Nas Down,22 Mar 2019 17:41
No Doubt,Tragic Kingdom,Just a Girl,22 Mar 2019 17:34
Pearl Jam,Ten,Even Flow,22 Mar 2019 17:30
Powerman 5000,Tonight the Stars Revolt,When Worlds Collide,22 Mar 2019 14:09
The Rasmus,Dead Letters,First Day of My Life,22 Mar 2019 14:05
Pearl Jam,Ten,Alive,22 Mar 2019 14:00
Device,Device,Vilify,22 Mar 2019 13:56
Bloc Party,Silent Alarm,Banquet,22 Mar 2019 13:53
Evanescence,Fallen,Bring Me to Life,22 Mar 2019 13:49
Coldplay,A Rush of Blood to the Head,Clocks,22 Mar 2019 13:16
Depeche Mode,The Singles 86-98,Personal Jesus - single version,22 Mar 2019 13:12
Kraftwerk,Die Mensch-Maschine (2009 Remastered Version),Das Modell - 2009 Remastered Version,22 Mar 2019 13:09
The Cranberries,No Need to Argue,Zombie,22 Mar 2019 11:25
Gorillaz,Demon Days,Feel Good Inc.,22 Mar 2019 11:22
Exodus,Bonded by Blood,Bonded By Blood,22 Mar 2019 11:18
J. Cole,2014 Forest Hills Drive,G.O.M.D.,22 Mar 2019 11:13
Haken,The Mountain,Cockroach King,22 Mar 2019 11:06
Sonic Youth,If I Were A Carpenter,Superstar,22 Mar 2019 11:02
Kiss,Lick It Up,Lick It Up,22 Mar 2019 10:56
Dark Tranquillity,The Gallery,Lethe,22 Mar 2019 10:51
Weezer,Hurley,Where's My Sex?,22 Mar 2019 10:48
Weezer,Hurley,Ruling Me,22 Mar 2019 10:41
Weezer,Weezer,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),22 Mar 2019 10:35
Kvelertak,Kvelertak (Deluxe Edition),Sultans of Satan,22 Mar 2019 10:30
Eric Clapton,Slowhand 35th Anniversary,Cocaine,22 Mar 2019 10:27
Meat Loaf,Bat Out of Hell,Paradise by the Dashboard Light,22 Mar 2019 08:48
Trivium,Pillars Of Serpents (2019),Pillars Of Serpents (2019),22 Mar 2019 08:43
